model_role,run_id,config_id,pair_key,carrier_id,base_id,cornea_id,platform_id,optic_state,pupil_mm,relative_path,sha256
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_B0V12_RAD_MONO_EPD3,CAR_LB_AL2395_B0V12_RAD_EPD3,CAR_LB_AL2395_B0V12_RAD,LB_AL2395,B0V12,RAD,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_B0V12_RAD_MONO_EPD3.zmx,7b60ca714c668eb2a531478915df9682d5b51b6a0aebe943b298f64359e91af0
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_B0V12_RAD_MONO_EPD5,CAR_LB_AL2395_B0V12_RAD_EPD5,CAR_LB_AL2395_B0V12_RAD,LB_AL2395,B0V12,RAD,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_B0V12_RAD_MONO_EPD5.zmx,68ad9489ca6ab2b692d8d20cbb97faf41d6a2782cb99390ab2ad126880cf060a
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_B0V12_RAD_EDOF_EPD3,CAR_LB_AL2395_B0V12_RAD_EPD3,CAR_LB_AL2395_B0V12_RAD,LB_AL2395,B0V12,RAD,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_B0V12_RAD_EDOF_EPD3.zmx,66e9a66571a7b97d9aa082cd5a8e8182964de6328386c8fa3bd5e341588bc841
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_B0V12_RAD_EDOF_EPD5,CAR_LB_AL2395_B0V12_RAD_EPD5,CAR_LB_AL2395_B0V12_RAD,LB_AL2395,B0V12,RAD,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_B0V12_RAD_EDOF_EPD5.zmx,8f66e70167f96ddae63cd237ba08d8bc717602b1f249979d9a478272135a9ffd
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_B0V12_WFS_MONO_EPD3,CAR_LB_AL2395_B0V12_WFS_EPD3,CAR_LB_AL2395_B0V12_WFS,LB_AL2395,B0V12,WFS,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_B0V12_WFS_MONO_EPD3.zmx,b31c29db2b463543a7a87916bdd2ecdfa00192d1a230bf8e96c7083c3486061c
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_B0V12_WFS_MONO_EPD5,CAR_LB_AL2395_B0V12_WFS_EPD5,CAR_LB_AL2395_B0V12_WFS,LB_AL2395,B0V12,WFS,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_B0V12_WFS_MONO_EPD5.zmx,f95c723ab9daeb12fcbcd7bd00b73d5608cd0b4c74df8aee9351ef8b811b71f8
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_B0V12_WFS_EDOF_EPD3,CAR_LB_AL2395_B0V12_WFS_EPD3,CAR_LB_AL2395_B0V12_WFS,LB_AL2395,B0V12,WFS,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_B0V12_WFS_EDOF_EPD3.zmx,51c7413addbe0784bf9d1367aa57761bd8cf54cc0ca4858280eda7b543a73ca2
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_B0V12_WFS_EDOF_EPD5,CAR_LB_AL2395_B0V12_WFS_EPD5,CAR_LB_AL2395_B0V12_WFS,LB_AL2395,B0V12,WFS,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_B0V12_WFS_EDOF_EPD5.zmx,c989da049bc05096f677afd1e99aebe5bb56d018f9c2fba74b1508f71fc4d9c6
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_C0V12_HOA_MONO_EPD3,CAR_LB_AL2395_C0V12_HOA_EPD3,CAR_LB_AL2395_C0V12_HOA,LB_AL2395,C0V12,HOA,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_C0V12_HOA_MONO_EPD3.zmx,b71eb2348003884ac87972766e8e739ddce4695559472e1d2a4805817515ab1a
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_C0V12_HOA_MONO_EPD5,CAR_LB_AL2395_C0V12_HOA_EPD5,CAR_LB_AL2395_C0V12_HOA,LB_AL2395,C0V12,HOA,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_C0V12_HOA_MONO_EPD5.zmx,89bd90ffa541467b48af749c454c11b2fe4d5a8acbc82579324969bd85a05ffd
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_C0V12_HOA_EDOF_EPD3,CAR_LB_AL2395_C0V12_HOA_EPD3,CAR_LB_AL2395_C0V12_HOA,LB_AL2395,C0V12,HOA,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_C0V12_HOA_EDOF_EPD3.zmx,46e9b9bde7f11abf09a5b8ea517ee309042f73ed12270bef29512ac5ae366941
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_C0V12_HOA_EDOF_EPD5,CAR_LB_AL2395_C0V12_HOA_EPD5,CAR_LB_AL2395_C0V12_HOA,LB_AL2395,C0V12,HOA,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_C0V12_HOA_EDOF_EPD5.zmx,cca629674a62c9424849453cf408e8351e6af2415fd147c479a74598e30a66dd
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_C0V12_RAD_MONO_EPD3,CAR_LB_AL2395_C0V12_RAD_EPD3,CAR_LB_AL2395_C0V12_RAD,LB_AL2395,C0V12,RAD,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_C0V12_RAD_MONO_EPD3.zmx,0f51147f8bfd5a7fc3a17d767084c0ecff9eef6fec26ea75e43fb57d3c9cf289
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_C0V12_RAD_MONO_EPD5,CAR_LB_AL2395_C0V12_RAD_EPD5,CAR_LB_AL2395_C0V12_RAD,LB_AL2395,C0V12,RAD,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_C0V12_RAD_MONO_EPD5.zmx,187065602cc5f45c6d1945de559fa8e76405e69a07cc02886f5b2d7e08872c81
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_C0V12_RAD_EDOF_EPD3,CAR_LB_AL2395_C0V12_RAD_EPD3,CAR_LB_AL2395_C0V12_RAD,LB_AL2395,C0V12,RAD,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_C0V12_RAD_EDOF_EPD3.zmx,116dc230b7dc455839432977d4a6bc0f9df6b2b166b2e953a821ab276e45ab97
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_C0V12_RAD_EDOF_EPD5,CAR_LB_AL2395_C0V12_RAD_EPD5,CAR_LB_AL2395_C0V12_RAD,LB_AL2395,C0V12,RAD,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_C0V12_RAD_EDOF_EPD5.zmx,39feb065bee988bd321829ba8dbd729370bfac5c0f9658067371c753afe7ddc8
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_C0V12_WFS_MONO_EPD3,CAR_LB_AL2395_C0V12_WFS_EPD3,CAR_LB_AL2395_C0V12_WFS,LB_AL2395,C0V12,WFS,MONO,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_C0V12_WFS_MONO_EPD3.zmx,afd38ebe42d8cbfe2f36531921ec7f72c907c7eee65589bd418e91f28b85ec66
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_C0V12_WFS_MONO_EPD5,CAR_LB_AL2395_C0V12_WFS_EPD5,CAR_LB_AL2395_C0V12_WFS,LB_AL2395,C0V12,WFS,MONO,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_C0V12_WFS_MONO_EPD5.zmx,3db49dff923a33469945e57a8b20c931c9f17995efa8fe1330e7283308050f03
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_C0V12_WFS_EDOF_EPD3,CAR_LB_AL2395_C0V12_WFS_EPD3,CAR_LB_AL2395_C0V12_WFS,LB_AL2395,C0V12,WFS,EDOF,3.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_C0V12_WFS_EDOF_EPD3.zmx,9a789cba4e036ae5ccade4dde12b9e8c8208dfbcae864a92d0eb18395bc92b57
analyzed_config,task014-e270a185207543149c21da83202c4b73,CFG_LB_AL2395_C0V12_WFS_EDOF_EPD5,CAR_LB_AL2395_C0V12_WFS_EPD5,CAR_LB_AL2395_C0V12_WFS,LB_AL2395,C0V12,WFS,EDOF,5.0,models/task014_vertex_corrected/runs/task014-e270a185207543149c21da83202c4b73/configs/CFG_LB_AL2395_C0V12_WFS_EDOF_EPD5.zmx,f494ef81c74b5aa07d8a0d39bf1839ba576357e6e75e331901d8e2b037080998
