config_id,pair_key,base_id,cornea_id,platform_id,pupil_mm,optic_state,defocus_d,mtf30_cpd
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-3.125,0.0012808734719096716
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-3.25,0.0033576168148236455
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-3.375,0.0025259751365320593
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-3.5,0.0011152803157547535
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-3.625,0.0008259187878936863
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-3.75,0.0012402676924350893
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-3.875,0.000276143351131562
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-4.0,0.0013917504614613376
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-4.125,0.0008633523005880326
S2_R6_LB_AL2395_C0_WFS_MONO_EPD5,S2_R6_LB_AL2395_C0_WFS_EPD5,LB_AL2395,C0,WFS,5.0,MONO,-4.25,0.0003347859485363672
