run_id,config_id,pair_key,base_id,cornea_id,platform_id,optic_state,pupil_mm,defocus_retina_d,defocus_shape_d,mtfa,mtf10,mtf20,mtf30,mtf40,mtf50,mtf60
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,0.625,0.625,0.16155078522857155,0.0860713900800969,0.19334680005050464,0.1085519901511115,0.07527577196693729,0.03324349763380492,0.0005798899798510201
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,0.5,0.5,0.18259858462136475,0.17952492408471857,0.1760268448877491,0.11485407403344595,0.08660518810017104,0.053483737272607995,0.00865933596801328
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,0.375,0.375,0.18253183745422658,0.32279222227485593,0.14621274039877358,0.09413866737815751,0.021825664935715746,0.008504836352611506,0.0505739452865059
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,0.25,0.25,0.23371892985999662,0.4887448603427807,0.19019425156156833,0.14582959164848217,0.06662196338551331,0.02161099490592252,0.03521739401762347
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,0.125,0.125,0.384043094917889,0.6389154314770273,0.3300099231997976,0.29169982330435607,0.26072269064521847,0.21933902578450415,0.138535737325755
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,0.0,0.0,0.46791247893655313,0.7341059186248688,0.4725732061459451,0.36868192731767313,0.31390610698469695,0.2965362121905293,0.2590137062169207
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,-0.125,-0.125,0.381844990356323,0.745966121893385,0.4784985531350356,0.23700334890319436,0.11704555193608782,0.13497499199544685,0.1863333991286704
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,-0.25,-0.25,0.2616686279813413,0.6658262319977158,0.2971508704020429,0.01586737011943037,0.036012112786696075,0.0181739282908534,0.08734478046460765
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,-0.375,-0.375,0.20304271236562157,0.5078416232410127,0.032533534525127694,0.061999387980083934,0.011591216921841785,0.05457783041701977,0.07360977889798793
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,-0.5,-0.5,0.17565623456836477,0.3053214443431655,0.13690567322196923,0.02411979904721962,0.05952032848559172,0.05217626047319506,0.047998987423579956
